Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
398732,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Senior Project Manager,PROJECT MANAGER,22426,0,"Finance, Accounting, & Procurement",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Chief Diversity and Indust Rel,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-10T00:00:00.000,2020-01-06T00:00:00.000,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398765,DEPT OF INFO TECH & TELECOMM,External,1,Data Center Operator,COMPUTER ASSOC (TECH SUPP),13611,1,"Technology, Data & Innovation",F,47797,54967,Annual,2 Metro Tech,IT Operations Support,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398765,DEPT OF INFO TECH & TELECOMM,Internal,1,Data Center Operator,COMPUTER ASSOC (TECH SUPP),13611,1,"Technology, Data & Innovation",F,47797,54967,Annual,2 Metro Tech,IT Operations Support,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398772,DEPARTMENT OF TRANSPORTATION,Internal,8,Electrician,ELECTRICIAN,91717,0,Building Operations & Maintenance,F,409.78,409.78,Daily,NYC - All Boroughs,Tf. Eng./Elect Shop,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-27T00:00:00.000,,2019-07-19T00:00:00.000,2019-07-30T00:00:00.000
398772,DEPARTMENT OF TRANSPORTATION,External,8,Electrician,ELECTRICIAN,91717,0,Building Operations & Maintenance,F,409.78,409.78,Daily,NYC - All Boroughs,Tf. Eng./Elect Shop,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-27T00:00:00.000,,2019-07-19T00:00:00.000,2019-07-30T00:00:00.000
398773,MAYORS OFFICE OF CONTRACT SVCS,External,1,"ETL Developer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,"Technology, Data & Innovation",F,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-21T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398773,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"ETL Developer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,"Technology, Data & Innovation",F,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-21T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398775,DEPT OF ENVIRONMENT PROTECTION,External,1,AGENCY COUNSEL,AGENCY ATTORNEY,30087,1,Legal Affairs,F,60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-28T00:00:00.000,,2019-06-28T00:00:00.000,2019-07-30T00:00:00.000
398775,DEPT OF ENVIRONMENT PROTECTION,Internal,1,AGENCY COUNSEL,AGENCY ATTORNEY,30087,1,Legal Affairs,F,60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-28T00:00:00.000,,2019-06-28T00:00:00.000,2019-07-30T00:00:00.000
398777,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Agency Counsel,AGENCY ATTORNEY,30087,1,Legal Affairs,F,60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-28T00:00:00.000,,2019-07-17T00:00:00.000,2019-07-30T00:00:00.000
398777,DEPT OF ENVIRONMENT PROTECTION,External,1,Agency Counsel,AGENCY ATTORNEY,30087,1,Legal Affairs,F,60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-28T00:00:00.000,,2019-07-17T00:00:00.000,2019-07-30T00:00:00.000
398779,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EH&S Officer Associate Water Use Inspector,ASSOCIATE WATER USE INSPECTOR,34620,2,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,57148,73039,Annual,60 Bay St. S.I. Ny,Water Register/Inspection,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-26T00:00:00.000,,2019-06-26T00:00:00.000,2019-07-30T00:00:00.000
398781,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"ETL Developer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,"Technology, Data & Innovation",F,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-25T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398781,MAYORS OFFICE OF CONTRACT SVCS,External,1,"ETL Developer, Enterprise Data Services",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M2,"Technology, Data & Innovation",F,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-25T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398785,DEPARTMENT OF SANITATION,Internal,1,AGENCY ATTORNEY II,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,99394,Annual,"125 Worth Street, Nyc",Dep Com Legal Affairs,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-12T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
398785,DEPARTMENT OF SANITATION,External,1,AGENCY ATTORNEY II,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,99394,Annual,"125 Worth Street, Nyc",Dep Com Legal Affairs,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-12T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
398791,DEPARTMENT OF FINANCE,Internal,1,Director of PTS Business Support & Governance,COMPUTER SYSTEMS MANAGER,10050,M5,"Technology, Data & Innovation",F,150000,165000,Annual,59 Maiden Lane,Property Collect& Account Appl,New York City Residency is not required for this position.,2019-07-18T00:00:00.000,2019-08-17T00:00:00.000,2019-07-29T00:00:00.000,2019-07-30T00:00:00.000
398791,DEPARTMENT OF FINANCE,External,1,Director of PTS Business Support & Governance,COMPUTER SYSTEMS MANAGER,10050,M5,"Technology, Data & Innovation",F,150000,165000,Annual,59 Maiden Lane,Property Collect& Account Appl,New York City Residency is not required for this position.,2019-07-18T00:00:00.000,2019-08-17T00:00:00.000,2019-07-29T00:00:00.000,2019-07-30T00:00:00.000
398796,ADMIN FOR CHILDREN'S SVCS,Internal,1,"Executive Director, Office of Case Practice Consultation",ADMINISTRATIVE DIRECTOR OF SOC,10056,M3,Social Services,F,69940,120000,Annual,"150 William Street, New York N",Title IV-E,New York City Residency is not required for this position,2019-07-11T00:00:00.000,2019-08-10T00:00:00.000,2019-07-11T00:00:00.000,2019-07-30T00:00:00.000
398812,TAXI & LIMOUSINE COMMISSION,External,1,Director of Business Practices Accountability Unit,ADMINISTRATIVE MANAGEMENT AUDI,10010,M1,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",,85000,100000,Annual,"33 Beaver St, New York Ny","Budget, Accounting & Purchasng","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-21T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
398814,TAXI & LIMOUSINE COMMISSION,Internal,1,Director of Business Practices Accountability Unit,ADMINISTRATIVE STAFF ANALYST (,10026,M1,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",,85000,100000,Annual,"33 Beaver St, New York Ny","Budget, Accounting & Purchasng","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-21T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
398814,TAXI & LIMOUSINE COMMISSION,External,1,Director of Business Practices Accountability Unit,ADMINISTRATIVE STAFF ANALYST (,10026,M1,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",,85000,100000,Annual,"33 Beaver St, New York Ny","Budget, Accounting & Purchasng","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-21T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
398847,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Staff Nurse,STAFF NURSE,50910,0,Social Services,F,78691,78691,Annual,"132 W 125Th St., N.Y.",Micsa Home Care Svcs-NM,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-26T00:00:00.000,2019-08-08T00:00:00.000,2019-07-18T00:00:00.000,2019-07-30T00:00:00.000
398847,HRA/DEPT OF SOCIAL SERVICES,External,1,Staff Nurse,STAFF NURSE,50910,0,Social Services,F,78691,78691,Annual,"132 W 125Th St., N.Y.",Micsa Home Care Svcs-NM,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-26T00:00:00.000,2019-08-08T00:00:00.000,2019-07-18T00:00:00.000,2019-07-30T00:00:00.000
398863,DEPT OF ENVIRONMENT PROTECTION,External,1,ACCOUNTABLE MANAGER,ADMINISTRATIVE PROJECT MANAGER,83008,M2,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,New York City Residency is not required for this position.,2019-06-26T00:00:00.000,,2019-06-26T00:00:00.000,2019-07-30T00:00:00.000
398863,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ACCOUNTABLE MANAGER,ADMINISTRATIVE PROJECT MANAGER,83008,M2,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,New York City Residency is not required for this position.,2019-06-26T00:00:00.000,,2019-06-26T00:00:00.000,2019-07-30T00:00:00.000
398869,FINANCIAL INFO SVCS AGENCY,External,1,ASSOCIATE STAFF ANALYST,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,65731,97873,Annual,5 Manhattan West,ADM/Fiscal Services,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-24T00:00:00.000,,2019-06-24T00:00:00.000,2019-07-30T00:00:00.000
398869,FINANCIAL INFO SVCS AGENCY,Internal,1,ASSOCIATE STAFF ANALYST,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,65731,97873,Annual,5 Manhattan West,ADM/Fiscal Services,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-24T00:00:00.000,,2019-06-24T00:00:00.000,2019-07-30T00:00:00.000
398878,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,"Facilities Assistant, Operations",RESEARCH PROJECTS COORDINATOR,5277,0,Building Operations & Maintenance,F,48000,53000,Annual,253 Broadway New York Ny,Administration,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-24T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398878,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Facilities Assistant, Operations",RESEARCH PROJECTS COORDINATOR,5277,0,Building Operations & Maintenance,F,48000,53000,Annual,253 Broadway New York Ny,Administration,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-24T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398883,CONSUMER AFFAIRS,Internal,1,Staff Counsel,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76275,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-01T00:00:00.000,2019-08-30T00:00:00.000,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
398883,CONSUMER AFFAIRS,External,1,Staff Counsel,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,76275,Annual,"42 Broadway, N.Y.",General Counselâ€™s Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-01T00:00:00.000,2019-08-30T00:00:00.000,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
398887,ADMIN TRIALS AND HEARINGS,External,1,Procedural Justice Coordinator,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources Constituent Services & Community Programs,F,52524,60403,Annual,9 Bond Street,CJRA,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-24T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398887,ADMIN TRIALS AND HEARINGS,Internal,1,Procedural Justice Coordinator,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources Constituent Services & Community Programs,F,52524,60403,Annual,9 Bond Street,CJRA,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-24T00:00:00.000,,2019-07-24T00:00:00.000,2019-07-30T00:00:00.000
398897,DEPARTMENT OF BUILDINGS,External,45,Construction Inspector,INSPECTOR (CONSTRUCTION),31622,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,New York City Residency is not required for this position,2019-07-01T00:00:00.000,2019-07-31T00:00:00.000,2019-07-02T00:00:00.000,2019-07-30T00:00:00.000
398897,DEPARTMENT OF BUILDINGS,Internal,45,Construction Inspector,INSPECTOR (CONSTRUCTION),31622,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,New York City Residency is not required for this position,2019-07-01T00:00:00.000,2019-07-31T00:00:00.000,2019-07-02T00:00:00.000,2019-07-30T00:00:00.000
398903,DEPARTMENT OF BUILDINGS,External,20,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,New York City Residency is not required for this position,2019-07-01T00:00:00.000,2019-07-31T00:00:00.000,2019-06-26T00:00:00.000,2019-07-30T00:00:00.000
398903,DEPARTMENT OF BUILDINGS,Internal,20,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,New York City Residency is not required for this position,2019-07-01T00:00:00.000,2019-07-31T00:00:00.000,2019-06-26T00:00:00.000,2019-07-30T00:00:00.000
398910,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Analyst  Labor Contracts Analysis,BUDGET ANALYST (OMB),6088,1,"Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",F,45491,68244,Annual,255 Greenwich Street,Office of Budget Review,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-25T00:00:00.000,,2019-06-25T00:00:00.000,2019-07-30T00:00:00.000
398910,OFFICE OF MANAGEMENT & BUDGET,External,1,Analyst  Labor Contracts Analysis,BUDGET ANALYST (OMB),6088,1,"Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",F,45491,68244,Annual,255 Greenwich Street,Office of Budget Review,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-25T00:00:00.000,,2019-06-25T00:00:00.000,2019-07-30T00:00:00.000
398923,HRA/DEPT OF SOCIAL SERVICES,Internal,1,SENIOR PROJECT LEADER,COMPUTER SPECIALIST (SOFTWARE),13632,2,"Technology, Data & Innovation Social Services",F,82884,95317,Annual,15 Metrotech,Mgmt Information System-NM,New York City Residency is not required for this position,2019-06-25T00:00:00.000,2019-08-02T00:00:00.000,2019-07-22T00:00:00.000,2019-07-30T00:00:00.000
398929,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Program Coordinator,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",F,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Infra-Construction-Executive,New York City Residency is not required for this position,2019-06-28T00:00:00.000,2019-12-25T00:00:00.000,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
398929,DEPT OF DESIGN & CONSTRUCTION,External,1,Program Coordinator,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",F,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Infra-Construction-Executive,New York City Residency is not required for this position,2019-06-28T00:00:00.000,2019-12-25T00:00:00.000,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
398932,DEPT OF INFO TECH & TELECOMM,Internal,2,Cyber Data Engineer,CYBER SECURITY ANALYST,13633,1,"Technology, Data & Innovation",,52700,75000,Annual,255 Greenwich Street,Citywide Cybersecurity,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398932,DEPT OF INFO TECH & TELECOMM,External,2,Cyber Data Engineer,CYBER SECURITY ANALYST,13633,1,"Technology, Data & Innovation",,52700,75000,Annual,255 Greenwich Street,Citywide Cybersecurity,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-25T00:00:00.000,,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398941,DEPT OF DESIGN & CONSTRUCTION,External,1,Payment Analyst,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement",P,58152,74479,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget & Finance-Exec,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-05T00:00:00.000,2020-01-01T00:00:00.000,2019-07-23T00:00:00.000,2019-07-30T00:00:00.000
398941,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Payment Analyst,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement",P,58152,74479,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget & Finance-Exec,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-05T00:00:00.000,2020-01-01T00:00:00.000,2019-07-23T00:00:00.000,2019-07-30T00:00:00.000
398945,DEPT OF DESIGN & CONSTRUCTION,External,1,Senior Liaison,PROJECT MANAGER,22426,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-26T00:00:00.000,2020-01-22T00:00:00.000,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398945,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Senior Liaison,PROJECT MANAGER,22426,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-26T00:00:00.000,2020-01-22T00:00:00.000,2019-07-26T00:00:00.000,2019-07-30T00:00:00.000
398950,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Industrial Hygienist 2,INDUSTRIAL HYGIENIST,31305,2,Health,F,54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-02T00:00:00.000,,2019-07-02T00:00:00.000,2019-07-30T00:00:00.000
398950,DEPT OF ENVIRONMENT PROTECTION,External,1,Industrial Hygienist 2,INDUSTRIAL HYGIENIST,31305,2,Health,F,54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-07-02T00:00:00.000,,2019-07-02T00:00:00.000,2019-07-30T00:00:00.000
398951,DEPARTMENT OF TRANSPORTATION,Internal,1,Cartography Coordinator,CITY PLANNER,22122,2,"Constituent Services & Community Programs Engineering, Architecture, & Planning",F,63309,93197,Annual,55 Water St Ny Ny,Â Urban Design / Wayfinding,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-06-27T00:00:00.000,2019-12-24T00:00:00.000,2019-06-27T00:00:00.000,2019-07-30T00:00:00.000
398952,HRA/DEPT OF SOCIAL SERVICES,Internal,1,SENIOR ELECTRICAL ENGINEER,ELECTRICAL ENGINEER,20315,2,"Engineering, Architecture, & Planning Social Services",F,78210,108657,Annual,375 Pearl Street,General Support Services-NM,New York City Residency is not required for this position,2019-07-03T00:00:00.000,2019-07-31T00:00:00.000,2019-07-22T00:00:00.000,2019-07-30T00:00:00.000
